datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,AQI
31-05-2022,36.4,23,29.5,39.3,23,30.6,18.8,54.5,0.2,100,4.17,33.5,18.4,292.7,1006.1,69.2,7.1,244,20.9,10,0.03,"Rain, Partially cloudy",115
01-06-2022,35.4,23,29.3,39.2,23,31.2,20.4,60.4,0.2,100,4.17,48.2,23.2,284.5,1006.2,52.4,6.5,192.3,16.6,10,0.06,"Rain, Partially cloudy",100
02-06-2022,37.5,27,31.4,40.1,28.2,33.5,19.8,51.5,0,0,0,39.2,18.4,279.3,1005.9,51.9,6.7,243.7,20.9,10,0.09,Partially cloudy,119
03-06-2022,37.5,25,30.7,38.2,25,31.8,18.7,50.8,0,0,0,52.2,32.4,278.6,1005.9,61.4,6.5,281.8,24.2,10,0.13,Partially cloudy,96
04-06-2022,37.5,27.1,32,38.2,29.1,33.2,18.3,45.9,2,100,4.17,43.9,18.5,289.2,1005.6,50.6,6.3,300.3,25.9,10,0.16,"Rain, Partially cloudy",117
05-06-2022,40,28,31.6,42.9,28.4,33,18.5,46.7,0.3,100,4.17,41.4,22.3,252.5,1005.4,52.5,6,279.6,24.3,10,0.19,"Rain, Partially cloudy",128
06-06-2022,35.1,25,29.9,37.2,25,31.8,20,56.6,0,0,0,46.8,21.4,258.4,1006.4,71.4,5.9,225.8,19.5,10,0.23,Partially cloudy,94
07-06-2022,38.5,26,31.6,39.1,26,33.3,19.4,51,0,0,0,52.9,18.5,276.6,1005.8,37.6,6.4,259.5,22.5,10,0.25,Partially cloudy,90
08-06-2022,35.3,26.5,30.1,38.1,26.5,32.6,20.9,58.5,0,0,0,49.3,18.4,280.1,1006.1,71.3,6.7,279.9,24,10,0.29,Partially cloudy,88
09-06-2022,36.4,24.1,30.1,39.2,24.1,31.6,19.5,54.6,0,0,0,51.8,18.5,280.3,1006.1,59.6,6.4,279.8,24.1,10,0.33,Partially cloudy,86
10-06-2022,35.3,26,30.8,40.4,26,33.2,20.6,55.6,0.1,100,4.17,41.8,24.1,257.8,1006.8,49.5,6.6,246.1,21.2,10,0.36,"Rain, Partially cloudy",68
11-06-2022,34.4,26,30.2,38.2,26,32.3,20.4,56.8,1.1,100,8.33,37.1,20.5,256.4,1006.2,68.1,12,306.1,26.5,10,0.39,"Rain, Partially cloudy",63
12-06-2022,34.4,24.1,29.2,38.1,24.1,31.1,21.1,63.1,0.1,100,4.17,33.8,18.4,265.2,1008,62.1,6.8,220.3,19,10,0.43,"Rain, Partially cloudy",60
13-06-2022,35.2,25.1,29.7,38.1,25.1,31.9,21,60.9,0.9,100,12.5,33.5,22.3,274.8,1008.7,62,5.9,179.6,15.7,7,0.46,"Rain, Partially cloudy",62
14-06-2022,33.6,23,27.3,38.7,23,29.4,22.5,76.2,8,100,8.33,40.7,15.7,305.8,1008.6,72.2,5.8,216.5,18.8,10,0.5,"Rain, Partially cloudy",68
15-06-2022,32.6,22.9,26.7,37.1,22.9,28.3,22.3,77.6,0.5,100,8.33,38.9,16.6,245.5,1008.3,76.3,5.5,282.8,24.5,9,0.53,"Rain, Partially cloudy",74
16-06-2022,32.4,23.9,27.1,37.3,23.9,28.9,22.7,77.2,0.3,100,4.17,25.2,22.3,267,1008.1,79.1,5.4,169.4,14.7,9,0.56,"Rain, Partially cloudy",74
17-06-2022,33.5,24.5,28.1,39.1,24.5,30.5,22.8,73.7,0.3,100,4.17,21.6,9.5,245.6,1007.5,56.5,5.6,180.1,15.6,8,0.59,"Rain, Partially cloudy",85
18-06-2022,34.6,25.1,29.4,40.2,25.1,32.9,23.3,70.8,0.6,100,4.17,23,10.3,181.6,1007.9,71.1,5.4,196.3,17,8,0.63,"Rain, Partially cloudy",82
19-06-2022,30.5,24,26.1,34.9,24,27.1,23.4,85.4,4,100,4.17,37.1,13.9,240,1008.2,79.7,5.1,147.7,12.8,9,0.66,"Rain, Partially cloudy",68
20-06-2022,32,24,27.5,36.7,24,29.2,22.3,74.4,2,100,4.17,37.4,19.4,254.1,1006.7,77.5,5.7,187,16.1,8,0.7,"Rain, Partially cloudy",79
21-06-2022,30.4,22.1,25.7,35,22.1,26.8,22.3,82.8,45,100,4.17,44.6,24.1,277.3,1005.8,78,5.3,140,12.1,7,0.75,"Rain, Partially cloudy",57
22-06-2022,30.2,23,26.2,33.9,23,27.7,22.5,80.6,0.2,100,4.17,36,16.6,266.3,1006.9,75.9,5.6,233.2,20.2,7,0.77,"Rain, Partially cloudy",53
23-06-2022,31.6,23,27.4,35.5,23,29.2,21.5,70.7,0,0,0,33.5,20.3,241.7,1007.7,53.8,5.9,243,21,10,0.8,Partially cloudy,59
24-06-2022,30.4,23.3,26.6,33.7,23.3,28,22.2,77.4,1,100,4.17,33.5,21.2,255.9,1006.9,74.2,5.6,238.9,20.5,9,0.83,"Rain, Partially cloudy",53
25-06-2022,30.9,23,26.2,35,23,27.2,21.5,76.1,0.3,100,4.17,43.9,18.4,263.5,1005,81.8,5.5,114.4,9.9,6,0.87,"Rain, Partially cloudy",52
26-06-2022,28.3,23,25.3,31.3,23,26.3,22,82.4,2,100,4.17,46.1,23.1,252.7,1005.4,87.8,5.3,48.3,4.1,2,0.9,"Rain, Partially cloudy",49
27-06-2022,27.8,22,24.4,30.6,22,24.9,22,86.8,3.5,100,8.33,44.6,14.8,256.8,1007.4,94.7,4.9,99.4,8.7,4,0.94,"Rain, Overcast",48
28-06-2022,29.3,22.1,24.2,33.2,22.1,24.7,22.3,89.9,10,100,4.17,46.8,22.3,272.8,1007.4,92.6,5,200,17.3,9,0.97,"Rain, Overcast",54
29-06-2022,30,23.1,26.3,34,23.1,28.1,23,82.8,0.2,100,4.17,40.3,16.6,267.7,1005.7,83.4,5.2,237.3,20.5,8,0,"Rain, Partially cloudy",53
30-06-2022,29.9,23.1,26.3,33.7,23.1,27.9,23.2,83.7,0.8,100,8.33,36,18.8,264.9,1005,85.7,5.5,231.9,20,8,0.04,"Rain, Partially cloudy",57
01-07-2022,31,23,26.6,35.1,23,28.4,22.2,77.5,19,100,4.17,43.9,18.5,282.5,1005.5,66.2,5.3,218,18.9,8,0.07,"Rain, Partially cloudy",54
02-07-2022,30.2,22.6,25.2,33.9,22.6,26.2,22.8,87.2,0.5,100,4.17,41.8,21.4,280.7,1004.4,88.8,5.1,192.6,16.5,7,0.11,"Rain, Partially cloudy",56
03-07-2022,32.1,23.1,25.6,35.9,23.1,26.5,22.7,84.8,20.5,100,8.33,40.7,20.5,281.1,1004.7,88.9,5.1,180.8,15.9,9,0.14,"Rain, Partially cloudy",57
04-07-2022,28.2,22.1,24.2,31.9,22.1,24.7,22.8,92.5,19,100,12.5,38.2,19.4,264.5,1004.8,93.6,5,94.1,8,3,0.18,"Rain, Overcast",53
05-07-2022,30.1,21.5,24.7,34.4,21.5,25.6,22.7,88.7,11,100,8.33,46.8,20.3,270.2,1003.4,86.2,5.1,122.1,10.5,8,0.21,"Rain, Partially cloudy",51
06-07-2022,27.1,22,24.2,29.8,22,24.5,22.2,88.9,0.2,100,4.17,43.9,20.3,256.5,1004.6,95.2,5,22,1.9,1,0.24,"Rain, Overcast",45
07-07-2022,28.3,23,25.1,32.2,23,25.8,22.8,86.9,0.7,100,12.5,51.1,25.9,267.8,1006.7,90.1,5.2,123.3,10.6,4,0.25,"Rain, Overcast",49
08-07-2022,24.1,21.1,22.6,24.1,21.1,22.6,21.8,95.4,35.1,100,16.67,54.4,22.3,267,1006.1,97.6,4.4,17.7,1.5,1,0.31,"Rain, Overcast",45
09-07-2022,22.2,20.2,21.5,22.2,20.2,21.5,20.9,96.5,34,100,25,58.3,26.8,274.9,1003.6,99.7,4.2,14.1,1.1,1,0.35,"Rain, Overcast",43
10-07-2022,23.2,20.3,21.9,23.2,20.3,21.9,21.6,98.1,23,100,16.67,68.8,22.3,278,1004.4,100,3.9,24.3,2.1,1,0.38,"Rain, Overcast",41
11-07-2022,24.9,21.1,22.6,24.9,21.1,22.6,21.9,96.2,8,100,12.5,65.9,22.3,274.2,1005.6,100,4.4,25.8,2.2,1,0.41,"Rain, Overcast",52
12-07-2022,23,20.2,21.8,23,20.2,21.8,21.5,97.8,26,100,25,68.8,37.1,273.6,1005.3,99.8,3.6,16.1,1.4,1,0.45,"Rain, Overcast",59
13-07-2022,22,20.2,21.4,22,20.2,21.4,21.1,97.9,10,100,12.5,73.8,38.9,270.6,1002.9,100,4.6,16,1.3,1,0.48,"Rain, Overcast",57
14-07-2022,24.9,20.2,22.6,24.9,20.2,22.6,21.5,93.7,0.5,100,4.17,68,38.9,272.8,1001.6,94.2,4.4,59.7,5.1,3,0.5,"Rain, Overcast",45
15-07-2022,28.3,22.1,24.5,30.9,22.1,24.7,22.1,86.8,0,0,0,61.9,26.4,269.3,1003.8,88.7,4.8,211.8,18.2,8,0.55,Partially cloudy,46
16-07-2022,29.2,22,25.2,33.1,22,26.3,22.5,85.5,0,0,0,51.8,25.9,262.6,1005.2,78.9,5.4,235.1,20.5,8,0.58,Partially cloudy,48
17-07-2022,26.9,22.1,24.1,29.9,22.1,24.3,22.6,91.5,10,100,4.17,49.3,22.1,281.3,1006.1,95,4.8,96.8,8.4,4,0.62,"Rain, Overcast",48
18-07-2022,26.5,22,24,26.5,22,24,22.6,92.3,3.5,100,8.33,50.8,22.3,269.2,1006.9,92.3,4.8,201.1,17.5,9,0.65,"Rain, Overcast",48
19-07-2022,29.2,22,25.5,33.3,22,26.6,22.7,85.1,0.1,100,4.17,40.7,14.8,262.1,1007.8,59,5.4,259.7,22.5,10,0.68,"Rain, Partially cloudy",56
20-07-2022,31,23,26.4,35.5,23,28.1,23,82.1,0,0,0,38.9,22.3,284.4,1008,48.3,5.9,291.1,25.2,10,0.75,Partially cloudy,53
21-07-2022,28.7,23.1,25.9,32,23.1,26.7,22.7,82.7,0,0,0,37.8,14.8,293.4,1008.2,77.9,5.3,141.8,12.2,7,0.75,Partially cloudy,58
22-07-2022,27,21.1,23.3,29.2,21.1,23.4,22.1,92.9,69,100,8.33,35.3,18.4,289,1008.4,96.4,3.8,95.8,8.2,5,0.78,"Rain, Overcast",59
23-07-2022,25.8,21.9,23.2,25.8,21.9,23.2,22.2,94,15,100,8.33,42.8,22.3,285.2,1007.3,96.9,4.4,39.8,3.5,2,0.82,"Rain, Overcast",44
24-07-2022,26.3,21,23.6,26.3,21,23.6,22.1,91.4,1,100,4.17,41,16.6,267.6,1007.6,92.2,5,206.8,17.8,8,0.85,"Rain, Overcast",48
25-07-2022,28.3,21.1,24.6,31.3,21.1,25.3,22.3,87.5,0.7,100,4.17,38.5,14.8,272.7,1009,87.8,5.1,57.7,5.1,3,0.88,"Rain, Partially cloudy",43
26-07-2022,24.8,21.1,22.7,24.8,21.1,22.7,21.9,95.4,18,100,16.67,31.7,22.3,291,1010.5,93.9,4.6,120.3,10.3,8,0.92,"Rain, Overcast",44
27-07-2022,29.9,22,25,35.8,22,26.2,23,89.2,0.3,100,4.17,29.9,10.3,287.5,1010.3,84.2,4.7,234.2,20.2,10,0.95,"Rain, Partially cloudy",48
28-07-2022,29.6,22.3,25.6,35.5,22.3,27.2,23.2,87.1,1,100,4.17,14,10.3,100.7,1011.1,69.4,4.7,248.3,21.4,10,0,"Rain, Partially cloudy",61
29-07-2022,30.2,19.4,24.4,36.5,19.4,26,22.4,88.8,53,100,8.33,33.5,14.4,99.7,1010.6,75.8,4.6,263.2,22.6,10,0.02,"Rain, Partially cloudy",75
30-07-2022,31.2,21.2,25.9,36.1,21.2,27.6,22.6,82.9,3.5,100,29.17,33.5,30.8,316.2,1009.4,64.1,5.4,256.8,22.3,9,0.05,"Rain, Partially cloudy",58
31-07-2022,31.5,22.1,26.3,37.8,22.1,28.3,23.5,85.2,0.8,100,4.17,13,15.7,325.7,1007.4,66.1,5.3,260.4,22.3,10,0.09,"Rain, Partially cloudy",50
01-08-2022,29,24,25.2,35.5,24,25.9,23.9,92.6,29,100,8.33,22,7.6,7.7,1007.3,81,4.7,281.8,24.3,10,0.12,"Rain, Partially cloudy",57
02-08-2022,29.7,23.8,25.7,35.5,23.8,26.7,23.9,90.4,1,100,4.17,35.3,9.4,306.2,1006.4,82.9,4.8,264.1,22.8,8,0.16,"Rain, Partially cloudy",59
03-08-2022,30.9,24,26.8,37.4,24,29.1,23.8,84.5,1.4,100,12.5,15.5,8.5,9.9,1005.6,71.9,4.9,267.5,23.3,9,0.19,"Rain, Partially cloudy",61
04-08-2022,30.1,23,25.2,36.4,23,25.8,23.3,89.7,4.2,100,8.33,25.9,12.6,283,1005.4,83.1,4.7,265.4,22.9,9,0.23,"Rain, Partially cloudy",53
05-08-2022,29.8,23,25.2,33.8,23,25.9,23.1,88.9,0.1,100,4.17,37.4,11.2,252.7,1004.8,90.9,4.8,250.5,21.5,9,0.25,"Rain, Overcast",52
06-08-2022,27.5,23,24.8,30.1,23,25.2,22.5,87.3,0.8,100,4.17,44.3,20.3,259.7,1004.1,93,5.3,39.2,3.3,1,0.3,"Rain, Overcast",46
07-08-2022,26.9,22,24.1,29.5,22,24.2,22.7,92.5,3,100,4.17,45.7,19.4,267.6,1003,94.3,5,34.7,3,1,0.33,"Rain, Overcast",52
08-08-2022,24.2,22,22.9,24.2,22,22.9,22.3,96.4,6.2,100,12.5,58.7,25.9,264.9,1001.9,98.9,4.7,23,2,1,0.37,"Rain, Overcast",42
09-08-2022,25.9,21,23.7,25.9,21,23.7,22.5,93,4.8,100,8.33,61.9,27.9,262.3,1002,91.4,4.8,19.8,1.6,1,0.4,"Rain, Overcast",38
10-08-2022,27.3,22,24.4,29.5,22,24.7,21.1,82.2,0.2,100,8.33,58.3,36,268.6,1002.1,93,5.3,216.6,18.6,8,0.44,"Rain, Overcast",48
11-08-2022,29.7,22.5,25.2,32.4,22.5,25.7,21,78.4,0.6,100,4.17,57.2,25.7,249.1,1004.2,83.6,5,201,17.4,8,0.47,"Rain, Partially cloudy",54
12-08-2022,28.4,23,25.5,31.2,23,26.5,22.1,81.5,0.3,100,4.17,53.3,23.2,260.9,1006.6,84.2,5.3,274.8,23.8,10,0.5,"Rain, Partially cloudy",42
13-08-2022,27.8,22,25.1,30.6,22,25.8,21.7,81.6,0,0,0,51.8,20.5,260.6,1007.1,80.6,5.4,231.2,19.9,7,0.54,Partially cloudy,46
14-08-2022,25.8,22,23.9,25.8,22,23.9,21.9,88.4,0.5,100,4.17,50.4,26.8,262.9,1008.3,95.5,5.1,111.9,9.6,6,0.57,"Rain, Overcast",50
15-08-2022,25.9,21.1,23.9,25.9,21.1,23.9,21.1,84.9,2.9,100,8.33,50,21.4,253.5,1008.6,98.9,4.5,71.2,6,3,0.6,"Rain, Overcast",54
16-08-2022,30.8,22,26.2,34.3,22,27.4,21.2,75.4,0,0,0,46.1,14.8,248,1009.6,68.4,5.7,238.6,20.6,10,0.64,Partially cloudy,46
17-08-2022,30.2,22,26.1,33.8,22,27.6,22.3,79.9,0.9,100,4.17,38.5,13,258.8,1010.1,64,6,306.8,26.4,10,0.67,"Rain, Partially cloudy",46
18-08-2022,32.4,22.1,26.5,39.6,22.1,27.7,21.5,75.5,25,100,4.17,40.7,22.3,276.9,1007.7,59.5,12.8,277.6,23.9,10,0.7,"Rain, Partially cloudy",54
19-08-2022,29.5,22.9,26,33.5,22.9,27,21.6,77.3,0.7,100,4.17,40.7,25.6,286.4,1007,87.8,13.6,241.2,20.7,8,0.75,"Rain, Partially cloudy",57
20-08-2022,30,22,26,33.7,22,27.2,21.9,79.1,1,100,4.17,44.6,24.1,277.8,1007.7,72.2,5.3,233.5,20.1,8,0.77,"Rain, Partially cloudy",54
21-08-2022,30,24,26.6,33.3,24,27.7,21.5,74.6,0.2,100,8.33,46.8,20.5,270.2,1006.3,69.5,6.1,215.5,18.5,7,0.8,"Rain, Partially cloudy",44
22-08-2022,28.8,22,25.3,31.4,22,25.8,21.4,79.7,0.7,100,8.33,46.4,19.4,268.2,1006.1,57.9,5.4,180.5,15.5,8,0.83,"Rain, Partially cloudy",54
23-08-2022,29.6,22,25.5,33,22,26.5,22,81.4,0.3,100,8.33,39.2,14.8,260.8,1007.5,59.7,5.4,275.6,23.8,9,0.87,"Rain, Partially cloudy",51
24-08-2022,30.4,22.1,25.8,34.1,22.1,27.1,21.9,79.6,0,0,0,34.9,16.6,281.8,1009.5,73,5.8,242.8,21.1,8,0.9,Partially cloudy,52
25-08-2022,29.9,23,25.7,34.2,23,26.8,22.2,81.4,0.4,100,12.5,31.7,20.3,289.1,1009.1,75.5,5.9,236.9,20.5,9,0.93,"Rain, Partially cloudy",48
26-08-2022,31.5,23,26.2,36.1,23,27.6,22.1,79,0.1,100,4.17,20.5,14.8,315.5,1008.5,56.5,5.7,271.7,23.4,10,0.96,"Rain, Partially cloudy",60
27-08-2022,30.8,23,26,34.4,23,27.3,22.6,82.5,0.2,100,8.33,18,11.5,321.3,1008.5,68,5.5,258,22,10,0,"Rain, Partially cloudy",66
28-08-2022,31.8,22.5,26.7,35.4,22.5,28.2,22.5,79.2,0.9,100,8.33,24.5,20.3,299.1,1008.4,72.9,5.3,172.9,15,8,0.03,"Rain, Partially cloudy",63
29-08-2022,27.4,23.1,25,30.9,23.1,25.2,22.9,88.6,0.2,100,4.17,8.6,11.2,349.9,1009.8,90.2,4.3,225.3,19.4,10,0.07,"Rain, Overcast",84
30-08-2022,29.5,21.1,25.4,34.4,21.1,26.7,22.7,85.5,0.4,100,4.17,22,37,96.8,1010.9,70.6,5.1,271.3,23.2,10,0.1,"Rain, Partially cloudy",62
31-08-2022,30.4,24,26.9,34.8,24,29,23.3,81.6,2.3,100,16.67,20.5,9.4,124.3,1009.6,61.1,5.7,291.4,25,10,0.14,"Rain, Partially cloudy",60
01-09-2022,30.8,24,27,35,24,28.8,23.1,80.1,1.2,100,12.5,27,13,118.3,1009.8,52.5,6.5,275.1,23.6,10,0.18,"Rain, Partially cloudy",50
02-09-2022,30.3,23,26,34.5,23,27.3,23,84.2,0,0,0,22.3,14.8,118.2,1010.8,53.7,5.8,253.2,21.7,10,0.21,Partially cloudy,48
03-09-2022,31.4,23,27.4,36.5,23,30.2,23.4,79.5,3.3,100,16.67,13.7,10.3,109,1010.1,48.8,5.9,248.4,21.5,10,0.25,"Rain, Partially cloudy",48
04-09-2022,29.6,23.2,26.1,33.7,23.2,27.3,22.7,81.8,0.6,100,8.33,19.4,13,264.1,1009.7,79.5,5.8,166.1,14.3,8,0.28,"Rain, Partially cloudy",54
05-09-2022,30.2,23.5,26,36.2,23.5,27.2,23.3,85.7,0.1,100,4.17,37.1,31.9,358,1009.6,66,5.1,257.1,22.2,10,0.32,"Rain, Partially cloudy",51
06-09-2022,30.1,21.2,24.7,35.1,21.2,25.6,22.3,87,15,100,4.17,15.8,13,48.1,1009.2,71.8,4.8,251,21.6,10,0.35,"Rain, Partially cloudy",63
07-09-2022,29.7,21.1,24.3,34.4,21.1,25.4,22.2,88.3,37,100,12.5,33.5,9.4,74.7,1009,76.1,4.5,205.3,17.7,9,0.39,"Rain, Partially cloudy",59
08-09-2022,26.6,21.2,23.5,26.6,21.2,23.5,22.1,92.3,40,100,8.33,18,14.8,290.8,1008.3,94.3,4,238.2,20.5,9,0.42,"Rain, Overcast",53
09-09-2022,28.2,21.2,23.9,32,21.2,24.2,22.7,93.2,3,100,8.33,17.6,13,286.2,1007.7,91.7,4.5,191.5,16.6,8,0.46,"Rain, Overcast",47
10-09-2022,27.7,22.1,23.2,30.9,22.1,23.3,22.2,94.5,8,100,8.33,26.6,18.4,293.6,1006.7,96.4,5.4,141.9,12.4,7,0.5,"Rain, Overcast",42
11-09-2022,24,21.2,22.8,24,21.2,22.8,21.8,94.2,4.7,100,8.33,42.5,24.1,273.7,1005.1,95,5.1,45.7,3.8,3,0.53,"Rain, Overcast",44
12-09-2022,27.1,21.2,23.8,30.3,21.2,23.9,22.2,91,11,100,8.33,51.5,25.9,242.5,1004.3,93.6,7.1,112.5,9.7,5,0.56,"Rain, Overcast",43
13-09-2022,27,22.1,24.2,29.2,22.1,24.3,22.5,90.1,0.4,100,8.33,50.4,25,233,1007.5,87,5.2,204,17.6,7,0.59,"Rain, Partially cloudy",45
14-09-2022,28,22,24.5,30.7,22,24.9,22,86.3,0,0,0,43.2,18.4,239.9,1010.7,75.7,5.3,238,20.5,9,0.62,Partially cloudy,45
15-09-2022,27.3,22,24.5,30,22,24.6,22,86.1,0,0,0,44.6,16.6,246.6,1011.3,67.1,5.4,262.3,22.7,10,0.66,Partially cloudy,46
16-09-2022,27.5,22,24.7,30,22,25.2,21.7,83.7,0,0,0,50,27.7,256.3,1009.3,61.9,5.6,230,19.8,9,0.69,Partially cloudy,47
17-09-2022,28.6,22,25,32.2,22,25.8,21.9,83.5,0,0,0,40.7,20.3,262.8,1009.5,61.9,5.4,206.3,18,9,0.72,Partially cloudy,42
18-09-2022,29.7,21.5,25.4,33.1,21.5,26.3,21.8,81.1,0,0,0,44.3,18.4,281.3,1010.4,51.3,5.9,214.5,18.5,9,0.75,Partially cloudy,49
19-09-2022,27.7,22,24.4,30.4,22,24.5,21.5,84.2,1,100,4.17,39.2,14.8,276.2,1009.8,72.1,5.5,201,17.6,8,0.79,"Rain, Partially cloudy",50
20-09-2022,25.5,21.1,23.5,25.5,21.1,23.5,21.7,89.8,0,0,0,38.9,22.3,279.1,1009.2,94,5.3,80.2,7,5,0.82,Overcast,51
21-09-2022,27.8,21,24.2,30.6,21,24.6,21.7,86.3,0.2,100,4.17,39.2,23.2,287.6,1009,89.7,5.2,173.8,15,7,0.85,"Rain, Partially cloudy",65
22-09-2022,24.3,21.1,22.8,24.3,21.1,22.8,21.6,92.9,0.4,100,12.5,31.7,16.6,284.5,1010.2,90.4,5,232.1,20,9,0.88,"Rain, Overcast",69
23-09-2022,28.3,21,24.2,30.9,21,24.7,20.9,82.6,0,0,0,33.5,17.5,295.7,1010.9,60.3,5.6,250.6,21.5,10,0.91,Partially cloudy,62
24-09-2022,28.6,22,24.7,31,22,25.3,20.8,79.1,0,0,0,36.7,14.8,279.8,1010.5,61.9,5.7,257.8,22.3,9,0.95,Partially cloudy,59
25-09-2022,30.7,22,25.6,33.7,22,26.6,21.5,78.6,0,0,0,15.5,15.7,299,1009.8,52.7,5.8,214,18.4,10,0.98,Partially cloudy,64
26-09-2022,29.5,22,25.1,33.1,22,26.3,22.3,85.1,0.9,100,8.33,13.7,9.4,346.1,1010.9,67.7,4.8,233,20,10,0,"Rain, Partially cloudy",72
27-09-2022,29.4,21.1,24,32.4,21.1,24.6,21.9,88.6,1.6,100,8.33,23.4,13,325.2,1010,76.2,4.6,236,20.4,9,0.05,"Rain, Partially cloudy",59
28-09-2022,29.7,22.1,25.1,34.8,22.1,26.4,23.1,88.8,2,100,16.67,18.7,7.7,329,1008.6,71.7,4.3,258.4,22.4,9,0.08,"Rain, Partially cloudy",73
29-09-2022,29.3,22.2,24.4,33.7,22.2,24.8,22.3,88.5,3,100,16.67,22.7,11.2,326.6,1008,90.1,4.4,219.3,18.9,9,0.12,"Rain, Overcast",68
30-09-2022,28.7,22.8,25.3,32.5,22.8,26.2,22.2,83.5,2.7,100,16.67,33.8,16.4,353.1,1008.3,88.4,3.9,226.9,19.7,9,0.16,"Rain, Partially cloudy",70
01-10-2022,30,22,25,33.9,22,25.6,22.2,85.5,0.4,100,4.17,29.5,15.1,296.1,1008.6,77.4,4.5,206.4,18,8,0.19,"Rain, Partially cloudy",71
02-10-2022,30.6,21,25.7,33.4,21,26.7,20.8,76,0,0,0,42.1,22.3,302.5,1008.7,65.1,5.3,271.4,23.4,9,0.23,Partially cloudy,60
03-10-2022,30.4,22,26.2,32.7,22,26.9,19.9,69.5,0,0,0,45,15.7,322.7,1008.7,52.8,5.6,254.4,22,9,0.25,Partially cloudy,62
04-10-2022,28.9,23,25.9,30.8,23,26.6,21,74.9,0,0,0,39.6,15.1,326.3,1008.8,77.4,5.1,180.9,15.5,8,0.3,Partially cloudy,68
05-10-2022,29.9,23,25.7,32.8,23,26.7,21.8,79.9,6,100,4.17,31.7,16.2,329.7,1008.4,84.9,4.6,173,14.8,6,0.34,"Rain, Partially cloudy",74
06-10-2022,27.1,22,23.3,29.1,22,23.4,21.5,90.1,21,100,12.5,18.4,15.3,80.8,1007.6,95.9,4.2,14.3,1.2,1,0.37,"Rain, Overcast",55
07-10-2022,27.9,22,24.4,30.6,22,24.9,21.5,84.9,5,100,4.17,27,14.1,164.5,1009.2,77.8,5.1,162.1,14,8,0.41,"Rain, Partially cloudy",48
08-10-2022,30,22,25.2,32,22,25.9,21.4,81.1,35,100,8.33,17.3,17.3,177.2,1011.3,76.9,4.8,170.7,14.7,8,0.44,"Rain, Partially cloudy",53
09-10-2022,29.3,22,25.3,31.7,22,26.1,21.5,80.6,0.2,100,4.17,28.8,14.9,107.4,1011.7,72.8,5.2,239.3,20.7,9,0.48,"Rain, Partially cloudy",51
10-10-2022,26.9,23,24.5,29.3,23,24.7,21.9,85.7,1.6,100,8.33,28.4,14.8,111.3,1012.7,80,4.7,227.2,19.5,8,0.5,"Rain, Partially cloudy",43
11-10-2022,29.4,23,25.4,32.4,23,26.3,21.7,80.3,0.1,100,4.17,30.6,14.6,121.6,1012.2,67.3,5.3,160.3,13.9,7,0.54,"Rain, Partially cloudy",44
12-10-2022,30,22,25.2,32.9,22,26.1,21.7,82.1,63,100,8.33,29.9,13.9,128.9,1012.6,73.1,5,177.6,15.2,8,0.58,"Rain, Partially cloudy",49
13-10-2022,29,21.5,25.1,31.8,21.5,26.1,21.6,81.8,6,100,4.17,18.7,13,97,1012.5,67,5,185.7,15.9,8,0.61,"Rain, Partially cloudy",54
14-10-2022,28,23,24.9,30.2,23,25.6,21.7,83,5.2,100,25,17.3,14.4,74.2,1012.2,73,4.9,207,17.8,8,0.64,"Rain, Partially cloudy",59
15-10-2022,26.9,21,24.1,29.1,21,24.3,21.6,86.1,0.5,100,4.17,28.1,12.1,32.7,1011.2,87,5,203.3,17.7,9,0.67,"Rain, Partially cloudy",53
16-10-2022,27,22,24.1,29.7,22,24.4,22.2,89.1,13,100,12.5,29.2,18.4,96.3,1013.1,70.1,4.8,222,19.1,8,0.71,"Rain, Partially cloudy",47
17-10-2022,29.9,22,25.5,33.2,22,26.3,21.6,80.4,0,0,0,27,14.7,116.5,1014.6,54.2,5.4,200.5,17.2,9,0.75,Partially cloudy,46
18-10-2022,31,21,25.5,32.9,21,26.3,21.1,78.1,0,0,0,16.2,10.8,106.3,1013.8,62.3,5.2,220,19,9,0.77,Partially cloudy,57
19-10-2022,29.9,21.5,25.6,32.7,21.5,26.4,21.6,80,1.8,100,12.5,20.5,9.5,86.1,1013.2,70.3,5,221.2,19.1,9,0.8,"Rain, Partially cloudy",68
20-10-2022,29,21,25.1,31.7,21,25.6,21.1,80,1.6,100,16.67,25.2,14.7,95.5,1014.2,66,5.5,210.1,18.3,9,0.83,"Rain, Partially cloudy",61
21-10-2022,29.3,22.5,25,31.6,22.5,25.6,21.2,80.1,0.2,100,8.33,29.2,26.5,80.1,1015.8,67.6,4.8,219.5,19,9,0.87,"Rain, Partially cloudy",75
22-10-2022,28.4,20,23.6,28.2,20,23.6,15.9,64,0,0,0,31,18,36.6,1016.6,43.3,5.4,268.6,23.3,9,0.9,Partially cloudy,78
23-10-2022,28.5,17.9,23.2,27.6,17.9,23,13.5,57.5,0,0,0,46.4,18.5,7.5,1015,22.7,5.5,274.8,23.8,9,0.93,Partially cloudy,89
